app_id,title,description,tags,price_final,date_release,rating,positive_ratio,user_reviews
110800,L.A. Noire,L.A. Noire is a violent crime thriller that blends breathtaking action with true detective work to deliver an unprecedented interactive experience. This complete edition of L.A. Noire includes the complete original game and all previously released downloadable content.,"[""Detective"", ""Crime"", ""Open World"", ""Noir"", ""Adventure"", ""Story Rich"", ""Mystery"", ""Third Person"", ""Investigation"", ""Singleplayer"", ""Cinematic"", ""Action"", ""Atmospheric"", ""Mature"", ""Nudity"", ""Strategy"", ""Puzzle"", ""Third-Person Shooter"", ""Thriller"", ""3D Vision""]",19.99,2011-11-08,Very Positive,85,24351
250320,The Wolf Among Us,"From the makers of the 2012 Game of the Year: The Walking Dead, comes a thriller based on the award-winning Fables comic books. As Bigby Wolf you will discover that a brutal, bloody murder is just a taste of things to come in a game series where your every decision can have enormous consequences.","[""Adventure"", ""Detective"", ""Story Rich"", ""Episodic"", ""Point & Click"", ""Noir"", ""Mature"", ""Choose Your Own Adventure"", ""Comic Book"", ""Singleplayer"", ""Atmospheric"", ""Mystery"", ""Cinematic"", ""Dark"", ""Well-Written"", ""Fantasy"", ""Choices Matter"", ""Quick-Time Events"", ""Great Soundtrack"", ""Nudity""]",14.99,2013-10-11,Overwhelmingly Positive,97,24176
1714040,Super Auto Pets,Build the strongest team of pets and tussle with your friends!,"[""Auto Battler"", ""Free to Play"", ""Strategy"", ""Multiplayer"", ""PvP"", ""Cute"", ""Asynchronous Multiplayer"", ""2D"", ""Card Battler"", ""Colorful"", ""Casual"", ""Family Friendly"", ""Card Game"", ""Minimalist"", ""Combat"", ""Horses"", ""Dog"", ""Roguelike"", ""Turn-Based"", ""Gore""]",0.0,2021-09-24,Very Positive,90,24106
413410,Danganronpa: Trigger Happy Havoc,"Investigate murders, search for clues and talk to your classmates to prepare for trial. There, you'll engage in deadly wordplay, going back and forth with suspects. Dissect their statements and fire their words back at them to expose their lies! There's only one way to survive—pull the trigger.","[""Anime"", ""Visual Novel"", ""Mystery"", ""Detective"", ""Story Rich"", ""Great Soundtrack"", ""Singleplayer"", ""Psychological Horror"", ""Adventure"", ""Horror"", ""Dark Comedy"", ""Puzzle"", ""Dark Humor"", ""Point & Click"", ""Funny"", ""Comedy"", ""Exploration"", ""Survival"", ""Action"", ""Memes""]",19.99,2016-02-18,Overwhelmingly Positive,96,24092
640820,Pathfinder: Kingmaker - Enhanced Plus Edition,"Pathfinder: Kingmaker - Enhanced Plus Edition is the first isometric party-based computer RPG set in the Pathfinder fantasy universe. Enjoy a classic RPG experience inspired by games like Baldur's Gate, Fallout 1 and 2 and Arcanum. Explore and conquer the Stolen Lands and make them your kingdom!","[""RPG"", ""Party-Based RPG"", ""Fantasy"", ""CRPG"", ""Isometric"", ""Strategy RPG"", ""Character Customization"", ""Choices Matter"", ""Story Rich"", ""Singleplayer"", ""Real-Time with Pause"", ""Adventure"", ""Dungeons & Dragons"", ""Strategy"", ""Sexual Content"", ""Medieval"", ""Turn-Based"", ""Turn-Based Strategy"", ""Open World"", ""Female Protagonist""]",3.99,2018-09-25,Mostly Positive,78,23958
568220,Lobotomy Corporation | Monster Management Simulation,"A roguelite monster-management simulation inspired by the likes of the SCP Foundation, Cabin in the Woods, and Warehouse 13. Order your employees to perform work with the creatures and watch as it unfolds; harness greater energy, and expand the facility","[""Management"", ""Difficult"", ""Simulation"", ""Story Rich"", ""Horror"", ""Psychological Horror"", ""Gore"", ""Indie"", ""Great Soundtrack"", ""Strategy"", ""Singleplayer"", ""2D"", ""Cute"", ""Lovecraftian"", ""Anime"", ""Atmospheric"", ""RTS"", ""Roguelike"", ""Roguelite"", ""Visual Novel""]",24.99,2018-04-09,Very Positive,94,23922
668630,Tricolour Lovestory,"Time flies and never comes back. But with an incredible 1-million-word script and 100+ original CGs, this game will take you back to when you were young, simple and pure. Go and get the love of your life back, start something new, or end everything in flame, that's for you to decide!","[""Visual Novel"", ""Dating Sim"", ""Mature"", ""Sexual Content"", ""Anime"", ""Nudity"", ""Simulation"", ""Casual"", ""NSFW"", ""Great Soundtrack"", ""Story Rich"", ""Romance"", ""Indie"", ""Soundtrack"", ""Singleplayer"", ""Cute"", ""Drama"", ""Adventure"", ""FPS"", ""Hentai""]",1.99,2017-09-20,Very Positive,87,23796
393420,Hurtworld,"Hurtworld is a hardcore multiplayer survival FPS with a focus on competitive gunplay and strategic map control. Built for hardcore gamers, Hurtworld aims to punish.","[""Survival"", ""FPS"", ""Open World"", ""Multiplayer"", ""Open World Survival Craft"", ""Crafting"", ""Building"", ""PvP"", ""Adventure"", ""Sandbox"", ""Action"", ""Early Access"", ""Co-op"", ""First-Person"", ""Shooter"", ""Simulation"", ""Third Person"", ""Singleplayer"", ""Indie"", ""Cartoony""]",24.99,2019-12-10,Mostly Positive,76,23777
257510,The Talos Principle,"The Talos Principle is a first-person puzzle game in the tradition of philosophical science fiction. Made by Croteam and written by Tom Jubert (FTL, The Swapper) and Jonas Kyratzes (The Sea Will Claim Everything).","[""Puzzle"", ""Philosophical"", ""First-Person"", ""Sci-fi"", ""Atmospheric"", ""Story Rich"", ""Singleplayer"", ""Great Soundtrack"", ""Robots"", ""Adventure"", ""Exploration"", ""Indie"", ""Open World"", ""Multiple Endings"", ""Difficult"", ""Mystery"", ""Post-apocalyptic"", ""Action"", ""Simulation"", ""Science""]",29.99,2014-12-11,Overwhelmingly Positive,95,23751
1369630,ENDER LILIES: Quietus of the Knights,"ENDER LILIES is a dark fantasy 2D action RPG about unraveling the mysteries of a destroyed kingdom. On this sorrowful journey, encounter horrific enemies against whom a moment of inattention could be fatal. Overcome these hardships and seek the truth with the help of fallen knights.","[""Metroidvania"", ""Female Protagonist"", ""Souls-like"", ""Dark Fantasy"", ""Singleplayer"", ""Atmospheric"", ""Great Soundtrack"", ""2D"", ""Difficult"", ""Indie"", ""Multiple Endings"", ""Dark"", ""Post-apocalyptic"", ""Action RPG"", ""Medieval"", ""Action"", ""Hand-drawn"", ""Anime"", ""Dragons"", ""Zombies""]",12.49,2021-06-21,Very Positive,94,23690
12200,Bully: Scholarship Edition,"Bully tells the story of mischievous 15-year-old Jimmy Hopkins as he goes through the hilarity and awkwardness of adolescence. Beat the jocks at dodge ball, play pranks on the preppies, save the nerds, kiss the girl and navigate the social hierarchy in the worst school around.","[""Open World"", ""Action"", ""Adventure"", ""Third Person"", ""Comedy"", ""Singleplayer"", ""Great Soundtrack"", ""Funny"", ""Classic"", ""Dark Humor"", ""Sandbox"", ""Story Rich"", ""Satire"", ""Atmospheric"", ""Exploration"", ""Mature"", ""Simulation"", ""Controller"", ""Multiplayer"", ""RPG""]",14.99,2008-10-21,Very Positive,84,23543
40800,Super Meat Boy,"The infamous, tough-as-nails platformer comes to Steam with a playable Head Crab character (Steam-exclusive)!","[""Precision Platformer"", ""Platformer"", ""Difficult"", ""Indie"", ""2D Platformer"", ""Pixel Graphics"", ""2D"", ""Singleplayer"", ""Great Soundtrack"", ""Fast-Paced"", ""Retro"", ""Controller"", ""Unforgiving"", ""Gore"", ""Action"", ""Time Attack"", ""Funny"", ""Comedy"", ""Side Scroller"", ""Replay Value""]",14.99,2010-11-30,Very Positive,94,23526
434570,Blood and Bacon,"This Co-op Shooter , has Day and Night levels, multiple maps, players will take on 25 enemy types and numerous bosses, like Gargantuan Monsters and Minibosses every 10 days as you explore, shoot and run for your life against the onslaught of porcine monstrosities.","[""Gore"", ""Funny"", ""Multiplayer"", ""Shooter"", ""Action"", ""FPS"", ""Horror"", ""Co-op"", ""Online Co-Op"", ""Blood"", ""Memes"", ""First-Person"", ""Indie"", ""Adventure"", ""Singleplayer"", ""Psychological Horror"", ""Survival Horror"", ""Illuminati"", ""Survival"", ""Nudity""]",0.99,2016-02-01,Overwhelmingly Positive,95,23496
485510,Nioh: Complete Edition,"Ready to die? Experience the newest brutal action game from Team NINJA and Koei Tecmo Games. In the age of samurai, a lone traveler lands on the shores of Japan. He must fight his way through the vicious warriors and supernatural Yokai that infest the land in order to find that which he seeks.","[""Souls-like"", ""Action"", ""RPG"", ""Difficult"", ""Hack and Slash"", ""Dark Fantasy"", ""Ninja"", ""Action RPG"", ""Third Person"", ""JRPG"", ""Singleplayer"", ""Co-op"", ""Multiplayer"", ""Historical"", ""Loot"", ""Fantasy"", ""Adventure"", ""Atmospheric"", ""Nudity"", ""Great Soundtrack""]",49.99,2017-11-07,Mostly Positive,79,23465
32370,STAR WARS™ - Knights of the Old Republic™,It is four thousand years before the Galactic Empire and hundreds of Jedi Knights have fallen in battle against the ruthless Sith. You are the last hope of the Jedi Order. Can you master the awesome power of the Force on your quest to save the Republic? Or will you fall to the lure of the dark side?,"[""RPG"", ""Sci-fi"", ""Story Rich"", ""Singleplayer"", ""Classic"", ""Adventure"", ""Party-Based RPG"", ""Real-Time with Pause"", ""Choices Matter"", ""Third Person"", ""Action"", ""Space"", ""Exploration"", ""Fantasy"", ""Atmospheric"", ""Turn-Based"", ""Great Soundtrack"", ""Moddable"", ""Female Protagonist"", ""Open World""]",9.99,2009-09-05,Very Positive,90,23396
299740,Miscreated,"Miscreated is a multiplayer online hardcore survival game set in a post-apocalyptic future. You will need to survive against mutants, players, and even mother nature herself.","[""Open World Survival Craft"", ""Survival"", ""Open World"", ""Multiplayer"", ""Zombies"", ""Post-apocalyptic"", ""Crafting"", ""Massively Multiplayer"", ""PvP"", ""Action"", ""Co-op"", ""Sandbox"", ""Early Access"", ""Simulation"", ""FPS"", ""First-Person"", ""Horror"", ""Indie"", ""Walking Simulator"", ""Singleplayer""]",29.99,2018-12-18,Mixed,67,23228
35450,Red Orchestra 2: Heroes of Stalingrad with Rising Storm,Contains full Rising Storm content as well!,"[""Realistic"", ""World War II"", ""FPS"", ""Multiplayer"", ""Historical"", ""Action"", ""Tactical"", ""First-Person"", ""Shooter"", ""Military"", ""Team-Based"", ""War"", ""Simulation"", ""Atmospheric"", ""Tanks"", ""Gore"", ""Singleplayer"", ""Difficult"", ""Co-op"", ""Strategy""]",19.99,2011-09-13,Very Positive,93,23039
274940,Depth,"Play as a shark or a diver in a dark aquatic world and overcome your enemies by employing cunning, teamwork, and stealth. Depth blends tension and visceral action as you team up against AI or be matched with other players in heart pounding combat.","[""Action"", ""Multiplayer"", ""Underwater"", ""Gore"", ""Team-Based"", ""Horror"", ""Survival"", ""PvP"", ""Co-op"", ""FPS"", ""Shooter"", ""Hunting"", ""First-Person"", ""Survival Horror"", ""Atmospheric"", ""Indie"", ""Exploration"", ""Simulation"", ""Adventure"", ""Singleplayer""]",19.99,2014-11-03,Very Positive,89,22976
99900,Spiral Knights,"Join the ranks of the Spiral Knights. Stranded on an alien world, you must explore the ever-changing Clockworks beneath its surface.","[""Free to Play"", ""Massively Multiplayer"", ""RPG"", ""Adventure"", ""Action"", ""Multiplayer"", ""Online Co-Op"", ""Dungeon Crawler"", ""Hack and Slash"", ""Co-op"", ""MMORPG"", ""Cute"", ""Great Soundtrack"", ""Action RPG"", ""Sci-fi"", ""Open World"", ""Casual"", ""Singleplayer"", ""Indie"", ""Anime""]",0.0,2011-06-14,Very Positive,84,22946
368500,Assassin's Creed® Syndicate,"London, 1868. In the heart of the Industrial Revolution, lead your underworld organization and grow your influence to fight those who exploit the less privileged in the name of progress","[""Assassin"", ""Open World"", ""Action"", ""Stealth"", ""Parkour"", ""Historical"", ""Adventure"", ""Third Person"", ""Singleplayer"", ""Story Rich"", ""Female Protagonist"", ""Atmospheric"", ""Steampunk"", ""Multiplayer"", ""Great Soundtrack"", ""Strategy"", ""Gore"", ""Funny"", ""Illuminati"", ""Co-op""]",29.99,2015-11-18,Very Positive,80,22876
638230,Journey,"Explore the ancient, mysterious world of Journey as you soar above ruins and glide across sands to discover its secrets.","[""Beautiful"", ""Adventure"", ""Atmospheric"", ""Indie"", ""Exploration"", ""Great Soundtrack"", ""Relaxing"", ""Co-op"", ""Walking Simulator"", ""Casual"", ""Multiplayer"", ""Story Rich"", ""Stylized"", ""Family Friendly"", ""Music"", ""Classic"", ""Mystery"", ""Narrative"", ""3D"", ""Singleplayer""]",14.99,2020-06-11,Very Positive,94,22827
322500,SUPERHOT,"SUPERHOT is the smash-hit FPS where time moves only when you move. No regenerating health bars. No conveniently placed ammo drops. It's you, alone, outnumbered and outgunned. Snatch weapons from fallen enemies to shoot, slice and dodge through a truly cinematic hurricane of slow-motion bullets.","[""Action"", ""FPS"", ""Bullet Time"", ""Time Manipulation"", ""Indie"", ""Singleplayer"", ""First-Person"", ""Shooter"", ""Puzzle"", ""Minimalist"", ""Short"", ""Difficult"", ""Cyberpunk"", ""Kickstarter"", ""Fast-Paced"", ""Violent"", ""Sci-fi"", ""Casual"", ""Adventure"", ""Gore""]",24.99,2016-02-25,Very Positive,91,22755
535930,Two Point Hospital,"Design stunning hospitals, cure peculiar illnesses and manage troublesome staff as you spread your budding healthcare organisation across Two Point County.","[""Simulation"", ""Medical Sim"", ""Management"", ""Building"", ""Funny"", ""Singleplayer"", ""Strategy"", ""Sandbox"", ""Indie"", ""Comedy"", ""City Builder"", ""Casual"", ""Replay Value"", ""Cartoony"", ""Isometric"", ""Multiplayer"", ""Family Friendly"", ""Retro"", ""Classic"", ""Tactical""]",29.99,2018-08-29,Very Positive,92,22730
738060,Freddy Fazbear's Pizzeria Simulator,Start your own Freddy Fazbear's Pizzeria with Freddy Fazbear Pizzeria Simulator!,"[""Free to Play"", ""Horror"", ""Singleplayer"", ""Robots"", ""Survival Horror"", ""Simulation"", ""Difficult"", ""Indie"", ""First-Person"", ""Strategy"", ""Story Rich"", ""Psychological Horror"", ""Management"", ""Funny"", ""Pixel Graphics"", ""Atmospheric"", ""Retro"", ""Memes"", ""Family Friendly"", ""Adventure""]",0.0,2017-12-04,Very Positive,93,22621
460920,Steep™,"Ride a massive open world across the Alps, where the powder is always fresh and the run never ends. Defy and master the mountain alone or with friends on skis, wingsuits, snowboards and paragliders. Record and share your best stunts.","[""Sports"", ""Open World"", ""Multiplayer"", ""Action"", ""Simulation"", ""Atmospheric"", ""Exploration"", ""Great Soundtrack"", ""Racing"", ""Adventure"", ""First-Person"", ""Snowboarding"", ""Third Person"", ""Singleplayer"", ""Co-op"", ""Realistic"", ""Sandbox"", ""Skiing"", ""Casual"", ""Snow""]",29.99,2016-12-02,Very Positive,82,22559
1408720,Krunker,"An easy to get into fully moddable First Person Shooter with advanced movement mechanics. Fully Customizable with Mods, Custom Maps and Thousands of Items to Unlock.","[""Shooter"", ""FPS"", ""PvP"", ""Parkour"", ""eSports"", ""3D"", ""Character Customization"", ""Team-Based"", ""Voxel"", ""Action"", ""Casual"", ""Online Co-Op"", ""Multiplayer"", ""Free to Play"", ""Class-Based"", ""Level Editor"", ""Trading"", ""Moddable"", ""Modern"", ""Arcade""]",0.0,2021-02-01,Very Positive,80,22492
557340,My Friend Pedro,"My Friend Pedro is a violent ballet about friendship, imagination, and one man’s struggle to obliterate anyone in his path at the behest of a sentient banana.","[""Action"", ""Indie"", ""Shooter"", ""Parkour"", ""Violent"", ""Bullet Time"", ""Great Soundtrack"", ""Gore"", ""Singleplayer"", ""Side Scroller"", ""Platformer"", ""Fast-Paced"", ""Funny"", ""Comedy"", ""2.5D"", ""2D"", ""Blood"", ""Physics"", ""Controller"", ""Multiplayer""]",19.99,2019-06-20,Overwhelmingly Positive,96,22405
312530,Duck Game,"Enter the futuristic year of 1984, an age where ducks run wild in a frantic battle for glory. Blast your friends with Shotguns, Net Guns, Mind Control Rays, Saxophones, Magnet Guns, and much, much more. This is DUCK GAME. Don't blink.","[""Multiplayer"", ""Funny"", ""Pixel Graphics"", ""Local Multiplayer"", ""Action"", ""2D"", ""4 Player Local"", ""Platformer"", ""Indie"", ""Fast-Paced"", ""Comedy"", ""Shooter"", ""Competitive"", ""Retro"", ""Local Co-Op"", ""Great Soundtrack"", ""Co-op"", ""Memes"", ""Casual"", ""1980s""]",12.99,2015-06-04,Overwhelmingly Positive,97,22396
744900,Dead Frontier 2,"Survival horror MMO. As one of the few survivors of the outbreak, you must scratch a living out of the decaying ruins of society. Scavenge for supplies, improve your skills, and trade with other players. All the while, keeping your eyes peeled for the infected lurking around every corner.","[""Free to Play"", ""Multiplayer"", ""Survival Horror"", ""Zombies"", ""Third-Person Shooter"", ""MMORPG"", ""Horror"", ""Online Co-Op"", ""Survival"", ""PvE"", ""Massively Multiplayer"", ""Sandbox"", ""Gore"", ""Trading"", ""Inventory Management"", ""Violent"", ""Atmospheric"", ""Post-apocalyptic"", ""Action"", ""RPG""]",0.0,2019-07-15,Mostly Positive,71,22396
740130,Tales of Arise,"300 years of tyranny. A mysterious mask. Lost pain and memories. Wield the Blazing Sword and join a mysterious, untouchable girl to fight your oppressors. Experience a tale of liberation, featuring characters with next-gen graphical expressiveness!","[""Anime"", ""JRPG"", ""RPG"", ""Action RPG"", ""Singleplayer"", ""Open World"", ""Action"", ""Fantasy"", ""Story Rich"", ""Third Person"", ""Magic"", ""Combat"", ""Adventure"", ""Controller"", ""Female Protagonist"", ""Romance"", ""Character Customization"", ""Sexual Content"", ""Hack and Slash"", ""Multiplayer""]",59.99,2021-09-09,Very Positive,89,22264
625960,Stoneshard,"Stoneshard is a challenging turn-based RPG set in an open world. Experience the unforgiving life of a medieval mercenary: travel across the war-torn kingdom, fulfill contracts, fight, mend your wounds and develop your character without any restrictions.","[""RPG"", ""Strategy"", ""Roguelike"", ""Open World Survival Craft"", ""Survival"", ""Turn-Based"", ""2D"", ""Singleplayer"", ""Dungeon Crawler"", ""Pixel Graphics"", ""Turn-Based Combat"", ""Indie"", ""Difficult"", ""Dark Fantasy"", ""Sandbox"", ""Replay Value"", ""Medieval"", ""Early Access"", ""Tabletop"", ""Violent""]",24.99,2020-02-06,Mostly Positive,75,22205
250600,The Plan,"A fly ascends to the skies, pondering the pointlessness of its brief existence.","[""Free to Play"", ""Indie"", ""Atmospheric"", ""Short"", ""Casual"", ""Singleplayer"", ""Simulation"", ""Beautiful"", ""Great Soundtrack"", ""Exploration"", ""Music"", ""Adventure"", ""Emotional"", ""Experimental"", ""Flight"", ""Relaxing"", ""2D"", ""Nature"", ""Walking Simulator"", ""Funny""]",0.0,2014-02-14,Very Positive,92,22194
333600,NEKOPARA Vol. 1,"What's NEKOPARA? Why, it's a cat paradise! Kashou Minaduki, the son of a long line of Japanese confection makers moved out to open his own shop ""La Soleil"" as a patisserie.","[""Hentai"", ""Anime"", ""Nudity"", ""Sexual Content"", ""Mature"", ""Visual Novel"", ""Cute"", ""Dating Sim"", ""Singleplayer"", ""Story Rich"", ""Romance"", ""Casual"", ""Indie"", ""Great Soundtrack"", ""Cats"", ""NSFW"", ""Funny"", ""Linear"", ""Atmospheric"", ""Female Protagonist""]",9.99,2014-12-29,Overwhelmingly Positive,95,22152
1359090,Zero Hour,"Zero Hour is a tactical FPS with online team-based game play that takes place in a variety of fictional locations interpreted in Bangladesh with Real-life scale & resource management. It brings a grounded, close quarter combat experience to the game.","[""Tactical"", ""Shooter"", ""FPS"", ""Realistic"", ""Multiplayer"", ""Action"", ""First-Person"", ""Online Co-Op"", ""Military"", ""PvP"", ""Team-Based"", ""Strategy"", ""Immersive Sim"", ""Simulation"", ""Stealth"", ""3D"", ""Combat"", ""PvE"", ""Violent"", ""Early Access""]",11.99,2020-08-12,Very Positive,81,22091
7670,BioShock™,"BioShock is a shooter unlike any you've ever played, loaded with weapons and tactics never seen. You'll have a complete arsenal at your disposal from simple revolvers to grenade launchers and chemical throwers, but you'll also be forced to genetically modify your DNA to create an even more deadly weapon: you.","[""FPS"", ""Atmospheric"", ""Story Rich"", ""Action"", ""Singleplayer"", ""Horror"", ""Steampunk"", ""First-Person"", ""Shooter"", ""Sci-fi"", ""RPG"", ""Classic"", ""Adventure"", ""Dystopian"", ""Underwater"", ""Immersive"", ""Dark"", ""Political"", ""Great Soundtrack"", ""Alternate History""]",0.0,2007-08-21,Very Positive,94,22087
939960,Far Cry® New Dawn,"Dive into a transformed vibrant post-apocalyptic Hope County, Montana, 17 years after a global nuclear catastrophe. Lead the fight against the Highwaymen, as they seek to take over the last remaining resources.","[""Open World"", ""FPS"", ""Action"", ""Co-op"", ""Post-apocalyptic"", ""Multiplayer"", ""Adventure"", ""First-Person"", ""Shooter"", ""Online Co-Op"", ""Singleplayer"", ""Stealth"", ""Story Rich"", ""Survival"", ""RPG"", ""Female Protagonist"", ""Sandbox"", ""Action RPG"", ""Casual"", ""Psychological Horror""]",39.99,2019-02-15,Mostly Positive,76,22055
553640,ICEY,"ICEY is a 2D side-scrolling action game and a META game in disguise. As you follow the narrator's omnipresent voice, you will see through ICEY's eyes and learn the truth about her world. The narrator will constantly urge you in one direction, but you must ask, ""Why? Why am I following his directions?“ Obey? Rebel?","[""Action"", ""Female Protagonist"", ""Hack and Slash"", ""Anime"", ""Side Scroller"", ""Adventure"", ""Indie"", ""Singleplayer"", ""RPG"", ""2D"", ""Narration"", ""Cyberpunk"", ""Great Soundtrack"", ""Character Action Game"", ""Spectacle fighter"", ""Sci-fi"", ""Platformer"", ""Metroidvania"", ""Funny"", ""Lovecraftian""]",10.99,2016-11-17,Very Positive,90,21856
1088850,Marvel's Guardians of the Galaxy,"Fire up a wild ride across the cosmos with a fresh take on Marvel’s Guardians of the Galaxy. In this action-adventure game, you are Star-Lord leading the unpredictable Guardians from one explosion of chaos to the next. You got this. Probably.","[""Singleplayer"", ""Story Rich"", ""Action"", ""Action-Adventure"", ""Third-Person Shooter"", ""Superhero"", ""Exploration"", ""Choices Matter"", ""Adventure"", ""Space"", ""Sci-fi"", ""Comedy"", ""Shooter"", ""Cinematic"", ""Atmospheric"", ""Great Soundtrack"", ""Aliens"", ""RPG"", ""Violent"", ""Realistic""]",17.99,2021-10-26,Very Positive,94,21828
1544020,The Callisto Protocol™,Survive to escape the horrors of Callisto and uncover the dark secrets of Jupiter’s dead moon.,"[""Horror"", ""Sci-fi"", ""Survival Horror"", ""Third-Person Shooter"", ""Space"", ""Shooter"", ""Action-Adventure"", ""Third Person"", ""PvE"", ""3D"", ""Action"", ""Story Rich"", ""Linear"", ""Realistic"", ""Adventure"", ""Robots"", ""Cinematic"", ""Dark"", ""Futuristic"", ""Shoot 'Em Up""]",59.99,2022-12-01,Mixed,62,21737
288160,The Room,"A mysterious invitation leads to the attic of an abandoned house. In the room is a cast-iron safe laced with strange carvings and on top, a note from your distant companion. It promises something ancient and astonishing concealed in the iron chamber - you need only find a way in.","[""Puzzle"", ""Mystery"", ""Point & Click"", ""Atmospheric"", ""Singleplayer"", ""Adventure"", ""Indie"", ""Hidden Object"", ""Short"", ""Horror"", ""Casual"", ""First-Person"", ""Beautiful"", ""Steampunk"", ""Dark"", ""Lovecraftian"", ""Escape Room"", ""Touch-Friendly"", ""Story Rich"", ""Psychological Horror""]",4.99,2014-07-28,Overwhelmingly Positive,97,21646
582500,We Were Here,"Lost in a frozen wasteland and split up from your partner inside an abandoned castle, the only possession you have left is a walkie-talkie with a familiar voice on the other end. Can the two of you find your way out in time?","[""Free to Play"", ""Co-op"", ""Escape Room"", ""Puzzle"", ""Multiplayer"", ""Co-op Campaign"", ""Mystery"", ""Horror"", ""Adventure"", ""Psychological Horror"", ""Online Co-Op"", ""Exploration"", ""Investigation"", ""Atmospheric"", ""First-Person"", ""Multiple Endings"", ""Indie"", ""Casual"", ""Dark"", ""Action-Adventure""]",0.0,2017-02-03,Very Positive,91,21568
1241100,POLYGON,"POLYGON is a tactical multiplayer team 1st person shooter. Using various weapons, you will battle with up to 32 players on large-scale maps. Properly managing your arsenal and skills, you will lead your team to victory!","[""FPS"", ""Free to Play"", ""Shooter"", ""Multiplayer"", ""Military"", ""First-Person"", ""Tactical"", ""War"", ""Action"", ""Team-Based"", ""PvP"", ""Gun Customization"", ""Massively Multiplayer"", ""Competitive"", ""Character Customization"", ""Stylized"", ""Indie"", ""Early Access"", ""Atmospheric"", ""Colorful""]",0.0,2020-03-06,Mostly Positive,72,21523
207140,SpeedRunners,"Cut-throat multiplayer running game that pits 4 players against each other, locally and/or online. Run, jump, swing around, and use devious weapons and pick-ups to knock opponents off-screen! One of the most competitive games you'll ever play.","[""Multiplayer"", ""Racing"", ""Local Multiplayer"", ""Indie"", ""Competitive"", ""Fast-Paced"", ""Platformer"", ""Action"", ""2D"", ""4 Player Local"", ""Funny"", ""Parkour"", ""Sports"", ""Controller"", ""Local Co-Op"", ""Co-op"", ""Level Editor"", ""Singleplayer"", ""Arcade"", ""Superhero""]",14.99,2016-04-19,Very Positive,94,21334
704850,Thief Simulator,"Become the best thief. Gather intel, steal things and sell them to buy hi-tech equipment. Do everything that a real thief does.","[""Simulation"", ""Stealth"", ""Crime"", ""Singleplayer"", ""Adventure"", ""First-Person"", ""Open World"", ""Action"", ""Heist"", ""Indie"", ""Sandbox"", ""Realistic"", ""Funny"", ""RPG"", ""Silent Protagonist"", ""Exploration"", ""FPS"", ""Atmospheric"", ""Immersive Sim"", ""Casual""]",19.99,2018-11-09,Very Positive,87,21325
1455840,Dorfromantik,"Dorfromantik is a peaceful building strategy and puzzle game where you create a beautiful and ever-growing village landscape by placing tiles. Explore a variety of colorful biomes, discover and unlock new tiles and complete quests to fill your world with life!","[""Turn-Based Strategy"", ""City Builder"", ""Puzzle"", ""Simulation"", ""Indie"", ""Relaxing"", ""Strategy"", ""Turn-Based Tactics"", ""Sandbox"", ""Board Game"", ""Casual"", ""Logic"", ""Procedural Generation"", ""Controller"", ""Family Friendly"", ""Minimalist"", ""3D"", ""Hand-drawn"", ""Open World"", ""Singleplayer""]",9.79,2022-04-28,Overwhelmingly Positive,97,21304
1222730,STAR WARS™: Squadrons,"Master the art of starfighter combat in the authentic piloting experience STAR WARS™: Squadrons. Feel the adrenaline of first-person multiplayer space dogfights alongside your squadron, and buckle up in a thrilling STAR WARS™ story.","[""Flight"", ""Space"", ""Multiplayer"", ""VR"", ""Sci-fi"", ""Singleplayer"", ""Action"", ""Simulation"", ""First-Person"", ""PvP"", ""Spaceships"", ""Online Co-Op"", ""Co-op"", ""Shooter"", ""Controller"", ""Space Sim"", ""Female Protagonist"", ""FPS"", ""Adventure"", ""Strategy""]",39.99,2020-10-01,Mostly Positive,70,21288
1180320,War of the Three Kingdoms,《三国杀》是一款拥有沉浸体验感的以三国时代为背景的线上卡牌游戏。玩家可扮演三国时期人物，根据随机抽中的隐藏身份（主公、反贼、忠臣、内奸），通过使用独特的人物技能，合理打出各种类型的手牌，运筹帷幄、智取搏杀，获得自己所属身份的胜利！ 《三国杀》将三国历史与桌面游戏结合在一起。以桌面游戏独有的方式向玩家展示了一个个鲜活的三国人物，一段段精彩的三国故事。以身份、势力或阵营等为线索，以卡牌为形式，合纵连横，经过一轮一轮的谋略和动作获得最终的胜利。三国杀集合历史、文学、美术等元素于一身，在中国广受欢迎。,"[""Sexual Content"", ""Free to Play"", ""Solitaire"", ""Card Game"", ""Multiplayer"", ""PvP"", ""Strategy"", ""Historical"", ""Hand-drawn"", ""Roguelike"", ""3D"", ""Drama"", ""Casual"", ""Tabletop"", ""Turn-Based Strategy"", ""Auto Battler"", ""Deckbuilding"", ""Co-op"", ""RPG"", ""Online Co-Op""]",0.0,2021-12-17,Overwhelmingly Negative,15,21276
